Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_XAL1010-221ME,L,220 nH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 220 nH ±20%,Coilcraft,XAL1010-221ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-221ME,55.5,0.500
L_XAL1010-451ME,L,450 nH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 450 nH ±20%,Coilcraft,XAL1010-451ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-451ME,53.0,0.720
L_XAL1010-681ME,L,680 nH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 680 nH ±20%,Coilcraft,XAL1010-681ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-681ME,48.0,0.960
L_XAL1010-102ME,L,1 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 1 µH ±20%,Coilcraft,XAL1010-102ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-102ME,43.5,1.100
L_XAL1010-152ME,L,1.5 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 1.5 µH ±20%,Coilcraft,XAL1010-152ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-152ME,40.5,1.760
L_XAL1010-222ME,L,2.2 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 2.2 µH ±20%,Coilcraft,XAL1010-222ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-222ME,32.0,2.800
L_XAL1010-332ME,L,3.3 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 3.3 µH ±20%,Coilcraft,XAL1010-332ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-332ME,25.0,4.100
L_XAL1010-472ME,L,4.7 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 4.7 µH ±20%,Coilcraft,XAL1010-472ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-472ME,24.0,5.700
L_XAL1010-562ME,L,5.6 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 5.6 µH ±20%,Coilcraft,XAL1010-562ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-562ME,21.2,6.930
L_XAL1010-682ME,L,6.8 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 6.8 µH ±20%,Coilcraft,XAL1010-682ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-682ME,18.5,8.900
L_XAL1010-822ME,L,8.2 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 8.2 µH ±20%,Coilcraft,XAL1010-822ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-822ME,17.1,12.900
L_XAL1010-103ME,L,10 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 10 µH ±20%,Coilcraft,XAL1010-103ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-103ME,15.5,14.750
L_XAL1010-153ME,L,15 µH,inductor_footprints:XAL1010,https://www.coilcraft.com/getmedia/dd74e670-e705-456a-9a69-585fe02eaf3c/xal1010.pdf,INDUCTOR SMD 15 µH ±20%,Coilcraft,XAL1010-153ME,±20%,XAL1010,https://www.trustedparts.com/en/search/XAL1010-153ME,13.8,18.600
